@relation data1

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute class {Negative,Positive}

@data
0.040404,1,0.5,0.333333,0.568966,0.2,0.2,0.2,0.2,0.2,0.2,0.183973,0.107802,0.111137,0.203663,0.12722,0.297771,0.002518,0.001217,0.002344,0.002944,0.004255,0.00645,0.040407,0.107802,0.107802,0.107802,0.183973,Negative
0.494949,1,0.166667,0.333333,0.327586,0,0,0,0,0,0,0.148396,0.06622,0.086345,0.160138,0.080648,0.26138,0,0,0,0,0.001224,0.000222,0.49495,0.06622,0.06622,0.06622,0.148396,Negative
0.444444,0,0.166667,0.333333,0.551724,0.1,0.1,0.1,0.1,0.1,0.1,0.162031,0.069896,0.088057,0.168587,0.08196,0.270193,0.004447,0.001857,0.010053,0.00213,0.028153,0.000406,0.444444,0.069896,0.069896,0.069896,0.162031,Negative
0.191919,1,0.166667,0.666667,0.137931,0.3,0.1,0.1,0.1,0.1,0.1,0.195885,0.074154,0.089033,0.164909,0.099952,0.260979,0.009609,0.002925,0.005679,0.031499,0,0.000237,0.19192,0.074154,0.074154,0.074154,0.195885,Negative
0.040404,0,0.333333,0.666667,0.103448,0.2,0.2,0.2,0.1,0.1,0,0.168765,0.088936,0.092443,0.161278,0.080648,0.260979,0.001433,0.000649,0.00135,0,0,0,0.040405,0.088936,0.088936,0.088936,0.168765,Negative
0.191919,1,0.166667,0.666667,0.103448,0,0,0,0,0,0,0.150891,0.071492,0.09488,0.161706,0.08399,0.260951,0.006422,0.009272,0.001867,0.005451,0,0.181082,0.19192,0.071492,0.071492,0.071492,0.150891,Negative
0.141414,0,0.166667,0.666667,0.551724,0.2,0.2,0.2,0.2,0,0,0.238299,0.164599,0.143994,0.160138,0.080648,0.260979,0.005724,0.001781,0,0,0,0,0.141414,0.164599,0.164599,0.164599,0.238299,Negative
0.161616,1,0.5,0.666667,0.172414,0.3,0,0,0,0.1,0.1,0.146519,0.06622,0.086345,0.160138,0.080797,0.261107,0,0,0,0.000242,0.000392,0.004891,0.161619,0.06622,0.06622,0.06622,0.146519,Negative
0.262626,1,0.333333,0.333333,0.413793,0.2,0.2,0.2,0.2,0.2,0.2,0.161628,0.092923,0.104244,0.169051,0.089409,0.267168,0.017171,0.002969,0.00558,0.008052,0.011723,0.002846,0.262628,0.092923,0.092923,0.092923,0.161628,Negative
0.141414,1,0.5,0.666667,0.293103,0.3,0,0.1,0.4,0.4,0.4,0.147925,0.067487,0.091531,0.164741,0.091735,0.266121,0.001533,0.005617,0,0.010792,0.000038,0.015635,0.141417,0.067487,0.067487,0.067487,0.147925,Negative
0.191919,0,0.333333,0.333333,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.243862,0.139248,0.121392,0.213612,0.138978,0.31291,0.005724,0.001296,0.002298,0.004831,0.022861,0.005691,0.19192,0.139248,0.139248,0.139248,0.243862,Negative
0.040404,1,0.5,0.666667,0.086207,0.2,0.2,0.2,0.2,0.2,0.2,0.188002,0.112123,0.113404,0.166734,0.08758,0.266463,0.002941,0.001475,0.001343,0.000309,0.000467,0.000309,0.040407,0.112123,0.112123,0.112123,0.188002,Negative
0.393939,0,0.166667,0.333333,0.396552,0.2,0.2,0.2,0.2,0.2,0.2,0.162829,0.089185,0.098744,0.181478,0.103868,0.273924,0.007828,0.001282,0.001116,0.004831,0.002363,0.001897,0.393939,0.089185,0.089185,0.089185,0.162829,Negative
0.040404,1,0.5,0.333333,0.689655,0.1,0.1,0,0,0,0,0.148307,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0.000383,0.040407,0.06622,0.06622,0.06622,0.148307,Negative
0.181818,0,0.333333,0.666667,0.327586,0.4,0.4,0.4,0.4,0.4,0.4,0.278731,0.204411,0.172415,0.310277,0.241153,0.388335,0,0.008906,0.007366,0.010467,0.015239,0.013279,0.181819,0.204411,0.204411,0.204411,0.278731,Positive
0.171717,0,0.333333,0.666667,0.086207,0.2,0.2,0.2,0.2,0.2,0.2,0.228963,0.122197,0.119565,0.215204,0.140906,0.308339,0.005151,0.002375,0.004464,0.006441,0.009378,0.007588,0.171718,0.122197,0.122197,0.122197,0.228963,Negative
0.121212,0,0.333333,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.252274,0.181789,0.153569,0.278064,0.207216,0.318073,0.006869,0.002672,0.005692,0.008639,0.006672,0.004932,0.121213,0.181789,0.181789,0.181789,0.252274,Negative
0.111111,1,0.166667,0.666667,0.224138,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.111112,0.06622,0.06622,0.06622,0.146519,Negative
0.040404,1,0.5,0.333333,0.586207,0.2,0.2,0.2,0.2,0.2,0.2,0.167396,0.089744,0.091366,0.17184,0.12225,0.295646,0.002096,0.000706,0.003869,0.048309,0.009378,0,0.040407,0.089744,0.089744,0.089744,0.167396,Negative
0.191919,0,0.333333,0.333333,0.362069,0.1,0.1,0.1,0.1,0,0,0.147181,0.11273,0.092436,0.160138,0.080648,0.260979,0.056101,0.006587,0,0,0,0.100589,0.19192,0.11273,0.11273,0.11273,0.147181,Negative
0.080808,1,0.5,0,0.362069,0.2,0.2,0.4,0.2,0.2,0.2,0.157292,0.080489,0.094311,0.174756,0.09608,0.275033,0.003517,0,0.001735,0.000966,0.007034,0.003794,0.080811,0.080489,0.080489,0.080489,0.157292,Positive
0.292929,1,0.166667,0.666667,0.137931,0.1,0.1,0.1,0.1,0.1,0,0.149561,0.066247,0.086532,0.183708,0.080648,0.260979,0.000032,0.000203,0.027991,0,0,0,0.29293,0.066247,0.066247,0.066247,0.149561,Negative
0.040404,0,0.333333,0.666667,0.155172,0.1,0.4,0.4,0,0,0,0.147209,0.066961,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.040405,0.066961,0.066961,0.066961,0.147209,Positive
0.020202,0,0.166667,0.666667,0.068966,0.4,0.4,0.4,0.4,0.4,0.2,0.16636,0.089314,0.100667,0.184803,0.105996,0.281035,0.002976,0.001449,0.000915,0,0.001995,0.003183,0.020202,0.089314,0.089314,0.089314,0.16636,Negative
0.141414,1,0.166667,0.333333,0.534483,0.1,0.1,0.2,0.1,0.2,0.2,0.151027,0.093872,0.100495,0.205951,0.106337,0.266752,0.033367,0.014843,0.054278,0.022395,0.003547,0.088777,0.141415,0.093872,0.093872,0.093872,0.151027,Negative
0.040404,1,0.333333,0.333333,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.189815,0.097202,0.1036,0.183574,0.106526,0.28164,0.00229,0.002081,0.002232,0.012882,0.009378,0.006924,0.040406,0.097202,0.097202,0.097202,0.189815,Positive
0.080808,1,0.333333,0.666667,0.051724,0.3,0.4,0.2,0.2,0.2,0.2,0.224876,0.141091,0.127966,0.219824,0.145397,0.312658,0.003434,0.002078,0.003348,0.004831,0.007034,0.009485,0.08081,0.141091,0.141091,0.141091,0.224876,Positive
0.020202,0,0.166667,0.333333,0.293103,1,0.9,0.8,0.7,0.6,0.5,0.177518,0.099011,0.104878,0.191186,0.11226,0.284867,0,0,0,0,0,0,0.020202,0.099011,0.099011,0.099011,0.177518,Positive
0.20202,1,0.333333,0.666667,0.086207,0.1,0.1,0.1,0.1,0.1,0.1,0.15036,0.066602,0.092552,0.161426,0.083309,0.262052,0.00046,0.006769,0.001527,0.004322,0.003275,0,0.202022,0.066602,0.066602,0.066602,0.15036,Negative
0.262626,0,0.333333,0.333333,0.310345,0.1,0.2,0.1,0.1,0.1,0,0.162652,0.089272,0.092632,0.1623,0.080648,0.260979,0.016417,0.00859,0.002561,0,0,0,0.262627,0.089272,0.089272,0.089272,0.162652,Negative
0.494949,0,0.333333,0.333333,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.151229,0.071839,0.089672,0.167004,0.088891,0.265966,0.001288,0.00076,0.001999,0.002461,0.003545,0.002599,0.49495,0.071839,0.071839,0.071839,0.151229,Negative
0.131313,0,0.166667,0.333333,0.482759,0.4,0.2,0.2,0.2,0.2,0.2,0.266977,0.159545,0.119631,0.197591,0.120355,0.292383,0.005444,0.002137,0.001674,0.002093,0.00309,0.002479,0.131313,0.159545,0.159545,0.159545,0.266977,Positive
0.343434,1,0.166667,0.333333,0.37931,0.1,0.1,0.1,0.2,0.1,0.1,0.152127,0.070301,0.095255,0.213764,0.08767,0.264544,0.004922,0.009636,0.050221,0.17472,0.010879,0.00121,0.343435,0.070301,0.070301,0.070301,0.152127,Negative
0.191919,0,0.166667,0.333333,0.172414,0.2,0.2,0.2,0.2,0.2,0.2,0.304969,0.217558,0.175695,0.314204,0.245696,0.39039,0.005724,0.003028,0.00558,0.009662,0.01055,0.03794,0.191919,0.217558,0.217558,0.217558,0.304969,Negative
0.10101,1,0.333333,0.666667,0.189655,0.2,0.2,0.2,0.2,0.2,0.2,0.242227,0.167588,0.145896,0.262653,0.190273,0.342501,0.006182,0.003206,0.004576,0.006602,0.009612,0.007967,0.101012,0.167588,0.167588,0.167588,0.242227,Negative
0.010101,1,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.165843,0.085717,0.097321,0.179265,0.099834,0.276707,0.002689,0.000769,0.001116,0.001121,0.005188,0,0.010103,0.085717,0.085717,0.085717,0.165843,Negative
0.10101,1,0.333333,0.666667,0.327586,0.2,0.2,0.2,0.2,0.2,0.2,0.232309,0.155022,0.133889,0.236511,0.157739,0.321622,0.003726,0.001814,0.003127,0.00453,0.009378,0.00664,0.101012,0.155022,0.155022,0.155022,0.232309,Negative
0.353535,1,0.333333,0.333333,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.173241,0.121579,0.122615,0.214183,0.121266,0.33811,0.034343,0.005963,0.022402,0.048309,0.211006,0.001798,0.353537,0.121579,0.121579,0.121579,0.173241,Negative
0.090909,0,0.333333,0.666667,0.137931,0.2,0.2,0.2,0,0,0,0.204323,0.077476,0.086345,0.160138,0.080648,0.260979,0.002411,0,0,0,0,0,0.09091,0.077476,0.077476,0.077476,0.204323,Negative
0.272727,1,0.166667,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.288986,0.195546,0.158296,0.27285,0.195479,0.349443,0.005724,0.003562,0.004464,0.006441,0.011723,0.009997,0.272728,0.195546,0.195546,0.195546,0.288986,Negative
0.494949,1,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.15129,0.071951,0.090173,0.166767,0.088187,0.269126,0.001719,0.000892,0.00056,0.001615,0.023501,0.075995,0.49495,0.071951,0.071951,0.071951,0.15129,Negative
0.393939,1,0.5,0.333333,0.448276,0,0,0,0,0,0,0.148022,0.066567,0.088109,0.162566,0.090227,0.279695,0.000418,0.001914,0.002879,0.015556,0.0571,0,0.393942,0.066567,0.066567,0.066567,0.148022,Negative
0.494949,0,0.166667,0.333333,0.275862,0.3,0.1,0.1,0.1,0.2,0.2,0.386425,0.080526,0.095242,0.180645,0.140962,0.275214,0.018171,0.009621,0.024526,0.080515,0.016412,0.041296,0.494949,0.080526,0.080526,0.080526,0.386425,Negative
0.070707,0,0.166667,0.666667,0.362069,0.2,0.2,0.2,0.2,0.2,0.2,0.212337,0.131533,0.118781,0.18867,0.107832,0.28284,0.002998,0.001209,0.001356,0.002415,0.003526,0.002276,0.070707,0.131533,0.131533,0.131533,0.212337,Negative
0.292929,1,0.166667,0.333333,0.413793,0.1,0.1,0.1,0.2,0.2,0.1,0.152366,0.075719,0.098674,0.180914,0.09455,0.261924,0.011467,0.013333,0,0,0.002884,0,0.29293,0.075719,0.075719,0.075719,0.152366,Positive
0.494949,1,0.166667,0.666667,0.310345,0.1,0.2,0.2,0.2,0,0,0.150428,0.071575,0.091115,0.160014,0.080518,0.260878,0.006258,0.002984,0,0,0,0,0.49495,0.071575,0.071575,0.071575,0.150428,Negative
0.212121,0,0.166667,0.666667,0.310345,0.5,0.4,0.2,0.2,0.2,0.4,0.309462,0.243773,0.190487,0.34247,0.284079,0.418884,0.008586,0.004216,0.008039,0.024155,0.008206,0.008537,0.212121,0.243773,0.243773,0.243773,0.309462,Positive
0.161616,0,0.166667,0.333333,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.2792,0.13162,0.126282,0.231869,0.16441,0.331986,0.003663,0.003562,0.00558,0.016103,0.023445,0.00148,0.161616,0.13162,0.13162,0.13162,0.2792,Negative
0.191919,0,0.166667,0.333333,0.327586,0.1,0.1,0.1,0,0.1,0.1,0.146997,0.066651,0.086345,0.160138,0.08163,0.260979,0.00052,0,0,0.001594,0,0,0.191919,0.066651,0.066651,0.066651,0.146997,Negative
0.10101,1,0.166667,0.666667,0.172414,0.1,0.1,0,0,0,0,0.146717,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.101011,0.06622,0.06622,0.06622,0.146717,Negative
0.090909,1,0.333333,0.333333,0.103448,0.4,0.2,0.2,0.2,0.2,0.4,0.236272,0.141435,0.130768,0.23839,0.167682,0.330587,0.003243,0.001739,0.003906,0.009823,0.010238,0,0.090911,0.141435,0.141435,0.141435,0.236272,Positive
0.040404,1,0.166667,0.666667,0,0.2,0.2,0.2,0.2,0.2,0.2,0.179091,0.097653,0.102636,0.181205,0.093243,0.264156,0.005887,0.002969,0.001139,0,0.007034,0,0.040405,0.097653,0.097653,0.097653,0.179091,Negative
0.090909,1,0.333333,0.666667,0.189655,0.2,0.2,0.2,0.4,0.2,0.2,0.21387,0.139765,0.139297,0.247499,0.172511,0.334366,0.005151,0.015108,0,0.005636,0.015919,0,0.090911,0.139765,0.139765,0.139765,0.21387,Negative
0.010101,1,0.166667,0.666667,0.310345,0.2,0.2,0.2,0.2,0.2,0.2,0.161288,0.083014,0.096709,0.178326,0.099982,0.260979,0.001818,0.001051,0.001339,0.000628,0,0.084102,0.010102,0.083014,0.083014,0.083014,0.161288,Positive
0.090909,1,0.333333,0.333333,0.12069,0.1,0.1,0.1,0.1,0.1,0.1,0.146799,0.06652,0.086518,0.160435,0.083214,0.26158,0.000362,0.000188,0.000353,0.004167,0.002574,0,0.090911,0.06652,0.06652,0.06652,0.146799,Positive
0.070707,0,0.166667,0.666667,0.034483,0.2,0.2,0.2,0.1,0.4,0.4,0.199727,0.122919,0.110519,0.205437,0.125059,0.284358,0.002919,0.001097,0.00679,0.000061,0.000009,0.000133,0.070707,0.122919,0.122919,0.122919,0.199727,Negative
0.171717,1,0.166667,0.333333,0.396552,0,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.171718,0.06622,0.06622,0.06622,0.146519,Negative
0.313131,1,0.5,0.666667,0.568966,0.1,0.1,0.2,0.2,0.2,0.2,0.194888,0.2403,0.253171,0.44273,0.385075,0.497756,0.209981,0.121032,0.024642,0.016103,0.023445,0,0.313134,0.2403,0.2403,0.2403,0.194888,Negative
0.020202,0,0.333333,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.152654,0.075369,0.091887,0.16984,0.090861,0.260979,0.003434,0.000594,0.00023,0,0,0,0.020203,0.075369,0.075369,0.075369,0.152654,Positive
0.494949,0,0.333333,0.333333,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.225125,0.152285,0.132801,0.244864,0.16031,0.320316,0.006922,0.002978,0.011222,0.004047,0.007055,0.027586,0.49495,0.152285,0.152285,0.152285,0.225125,Negative
0.010101,0,0.333333,0.666667,0.310345,0.2,0.2,0.2,0.2,0.2,0.2,0.163856,0.084633,0.097314,0.179078,0.099956,0.276132,0.001527,0.000773,0.000775,0.001138,0.001958,0.001464,0.010102,0.084633,0.084633,0.084633,0.163856,Negative
0.232323,1,0.5,0.666667,0.258621,0.3,0,0,0,0.1,0.1,0.146494,0.066194,0.086329,0.160111,0.082157,0.26622,0,0,0,0.002496,0.016177,0.007778,0.232326,0.066194,0.066194,0.066194,0.146494,Negative
0.383838,1,0.166667,0.666667,0.551724,0.2,0.2,0.2,0.2,0.2,0.2,0.17342,0.099205,0.102558,0.186155,0.112739,0.287139,0.005724,0.002969,0.00558,0.008052,0.011723,0.002202,0.383839,0.099205,0.099205,0.099205,0.17342,Negative
0.020202,1,0.333333,0.333333,0.034483,0.4,0.2,0.2,0.2,0.2,0.2,0.171293,0.090942,0.101291,0.186258,0.108845,0.280449,0.002061,0.001128,0.001484,0.001671,0.002645,0.009485,0.020204,0.090942,0.090942,0.090942,0.171293,Negative
0.282828,0,0.5,0.333333,0.586207,0.2,0.2,0.2,0.2,0.2,0.2,0.165431,0.09021,0.102337,0.19113,0.116973,0.292071,0.005724,0.002969,0.00558,0.008052,0.011723,0.009485,0.28283,0.09021,0.09021,0.09021,0.165431,Negative
0.010101,1,0.333333,0.666667,0.034483,0.3,0.4,0.4,0.4,0.4,0.4,0.152021,0.072825,0.091086,0.168003,0.089635,0.267719,0.001145,0.001069,0,0.00161,0,0.001897,0.010103,0.072825,0.072825,0.072825,0.152021,Positive
0.232323,1,0.166667,0.666667,0.189655,0.1,0.2,0.2,0.2,0.2,0.2,0.226148,0.092156,0.097908,0.186122,0.098515,0.274901,0.020678,0.010692,0.030207,0.02906,0.023487,0.032321,0.232324,0.092156,0.092156,0.092156,0.226148,Negative
0.040404,0,0.5,0.333333,0.62069,0.4,0.2,0.2,0.2,0.2,0.2,0.16269,0.083772,0.095666,0.175475,0.097865,0.267767,0.001727,0.001189,0.001339,0.002063,0.003545,0.004378,0.040406,0.083772,0.083772,0.083772,0.16269,Negative
0.111111,1,0.333333,0.666667,0.206897,0.1,0.1,0.1,0.1,0.1,0.1,0.146969,0.066796,0.08668,0.160696,0.081296,0.26143,0.000801,0.000363,0.000662,0.001052,0.001376,0.001738,0.111113,0.066796,0.066796,0.066796,0.146969,Negative
0.080808,1,0.166667,0.666667,0.051724,0.4,0.4,0.4,0.4,0.2,0.2,0.158983,0.079087,0.093039,0.17237,0.092379,0.270576,0,0.001187,0.001451,0.001127,0.002345,0.00664,0.080809,0.079087,0.079087,0.079087,0.158983,Positive
0.090909,0,0.333333,0.666667,0.068966,0.1,0.1,0.1,0.1,0.1,0.1,0.146887,0.066615,0.086345,0.16053,0.081061,0.2624,0.000476,0,0.000929,0.00067,0.004337,0,0.09091,0.066615,0.066615,0.066615,0.146887,Negative
0.161616,0,0.5,0.333333,0.413793,0.2,0.2,0.2,0.2,0.2,0.2,0.292804,0.228089,0.179695,0.191127,0.115223,0.317794,0.009158,0.002375,0.003348,0.004026,0.011723,0.005691,0.161618,0.228089,0.228089,0.228089,0.292804,Negative
0.212121,1,0.333333,0.333333,0.206897,0,0,0,0,0,0,0.155057,0.074097,0.087218,0.161401,0.08875,0.271932,0.009501,0.000944,0.001497,0.013158,0.033416,0.006664,0.212123,0.074097,0.074097,0.074097,0.155057,Negative
0.020202,1,0.333333,0.666667,0.086207,0.2,0.2,0.2,0.2,0.2,0.2,0.159724,0.081668,0.09568,0.176547,0.098288,0.275574,0.001832,0.000772,0.000781,0.001047,0.003517,0,0.020204,0.081668,0.081668,0.081668,0.159724,Negative
0.20202,1,0.333333,0.333333,0.396552,0.2,0.2,0.2,0.2,0.2,0.2,0.225942,0.151663,0.12514,0.227181,0.151886,0.314713,0.004121,0.001841,0.003236,0.004187,0.00633,0.007588,0.202022,0.151663,0.151663,0.151663,0.225942,Negative
0.020202,1,0.333333,0.666667,0.034483,0.4,0.1,0.1,0.1,0.2,0.2,0.147164,0.066675,0.086816,0.160849,0.081397,0.261148,0.000553,0.00051,0.000843,0,0,0,0.020204,0.066675,0.066675,0.066675,0.147164,Positive
0.191919,0,0.166667,0.666667,0.206897,0,0,0,0,0,0,0.146503,0.066203,0.086335,0.160121,0.08063,0.260965,0,0,0,0,0,0,0.191919,0.066203,0.066203,0.066203,0.146503,Positive
0.434343,1,0.333333,0.333333,0.431034,0.2,0.2,0.2,0.2,0.2,0.2,0.306366,0.238523,0.16867,0.266709,0.18504,0.335999,0.009856,0.004101,0.004159,0.006119,0.00938,0.005124,0.434345,0.238523,0.238523,0.238523,0.306366,Negative
0.020202,0,0.166667,0.333333,0.241379,0.3,0.4,0.4,0.4,0.1,0.2,0.163181,0.084464,0.097654,0.174872,0.104236,0.27678,0.001145,0.001196,0.000007,0.041385,0.001876,0.003773,0.020202,0.084464,0.084464,0.084464,0.163181,Positive
0.171717,1,0.333333,0.333333,0.224138,0.4,0.4,0.4,0.4,0.4,0.4,0.228951,0.156386,0.13965,0.25254,0.179386,0.339232,0.004922,0.002672,0.003906,0.006441,0.009378,0.007588,0.171719,0.156386,0.156386,0.156386,0.228951,Positive
0,1,0.333333,0.666667,0,0.4,0.4,0.5,0.4,0.2,0.2,0.152532,0.076088,0.091887,0.169339,0.089007,0.276913,0.00447,0,0,0.000483,0.005076,0.005057,0.000002,0.076088,0.076088,0.076088,0.152532,Positive
0.040404,0,0.333333,0.666667,0.396552,0.2,0.2,0.2,0.2,0.1,0.1,0.165097,0.086855,0.098588,0.163969,0.081927,0.260979,0.003434,0.001785,0.001116,0.002077,0,0,0.040405,0.086855,0.086855,0.086855,0.165097,Negative
0.212121,0,0.166667,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.275732,0.203938,0.152981,0.255097,0.184199,0.343367,0.008013,0.003226,0.006696,0.008052,0.014067,0.009485,0.212121,0.203938,0.203938,0.203938,0.275732,Negative
0.050505,0,0.333333,0.333333,0.241379,0.2,0.2,0.2,0.2,0.1,0.1,0.166187,0.08387,0.093922,0.167709,0.087926,0.260861,0.001479,0.001333,0.00018,0.01182,0,0.038587,0.050506,0.08387,0.08387,0.08387,0.166187,Negative
0.444444,0,0.166667,0.666667,0.172414,0.1,0.1,0.1,0.1,0.1,0.1,0.155678,0.069664,0.088141,0.166045,0.082765,0.262935,0.004154,0.001942,0.006999,0.003438,0.005969,0.009252,0.444444,0.069664,0.069664,0.069664,0.155678,Positive
0.151515,1,0.333333,0.333333,0.275862,0.1,0.1,0.1,0.1,0.1,0,0.147298,0.067741,0.086806,0.160929,0.080648,0.260979,0.001834,0.000499,0.000937,0,0,0.014675,0.151517,0.067741,0.067741,0.067741,0.147298,Negative
0.434343,1,0.166667,0.333333,0.568966,0.2,0.2,0.2,0.2,0.2,0.2,0.406425,0.307747,0.179474,0.319465,0.231767,0.367373,0.011104,0.003754,0.006361,0.007729,0.009378,0.008537,0.434344,0.307747,0.307747,0.307747,0.406425,Negative
0.10101,1,0.166667,0.666667,0.206897,0,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0.001453,0.101011,0.06622,0.06622,0.06622,0.146519,Negative
0.090909,1,0.166667,0.666667,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.185099,0.109748,0.116226,0.212919,0.139622,0.297475,0.003434,0.005937,0.002954,0.008052,0.004689,0.007588,0.09091,0.109748,0.109748,0.109748,0.185099,Negative
0.040404,1,0.333333,0.333333,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.2128,0.113115,0.114243,0.207483,0.110117,0.284212,0.002427,0.001484,0.002126,0.002415,0.002813,0.002276,0.040406,0.113115,0.113115,0.113115,0.2128,Negative
0.191919,0,0.333333,0.333333,0.482759,0.1,0.2,0.1,0.2,0.1,0.1,0.153725,0.104057,0.107584,0.180979,0.098276,0.279694,0.04476,0.023012,0.000114,0.028773,0.058906,0.066454,0.19192,0.104057,0.104057,0.104057,0.153725,Negative
0.010101,0,0.333333,0.333333,0.551724,0.4,0.2,0.2,0.2,0.2,0.2,0.160495,0.081894,0.096132,0.176975,0.098782,0.275239,0.001466,0.000946,0.000714,0.00113,0.001435,0.001897,0.010102,0.081894,0.081894,0.081894,0.160495,Positive
0.040404,1,0.166667,0.666667,0.034483,0.2,0.2,0.2,0.2,0.2,0.2,0.159981,0.081645,0.095837,0.177467,0.099576,0.276063,0.001488,0.000772,0.001562,0.00161,0.002345,0.001979,0.040405,0.081645,0.081645,0.081645,0.159981,Negative
0.010101,1,0.5,0.666667,0.327586,0.5,0.5,0.4,0.2,0.2,0.2,0.162663,0.08299,0.095736,0.177409,0.090975,0.267531,0,0,0.002233,0.004831,0.007034,0.005691,0.010104,0.08299,0.08299,0.08299,0.162663,Negative
0.111111,0,0.166667,0.666667,0.206897,0.4,0.4,0.4,0.4,0.4,0.4,0.223778,0.150943,0.136339,0.246783,0.169497,0.334173,0.004922,0.002434,0.003683,0,0.016646,0,0.111111,0.150943,0.150943,0.150943,0.223778,Positive
0.171717,0,0.333333,0.333333,0.465517,0.1,0.4,0.4,0,0,0,0.147332,0.067093,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.171718,0.067093,0.067093,0.067093,0.147332,Negative
0.040404,1,0.333333,0.666667,0.086207,0.4,0.2,0.2,0.2,0.2,0.2,0.18856,0.097493,0.098582,0.18157,0.089894,0.268103,0.001996,0.000913,0.001116,0.000301,0.000434,0,0.040406,0.097493,0.097493,0.097493,0.18856,Negative
0.333333,1,0.333333,0.666667,0.172414,0.7,0.6,0.6,0.5,0.4,0.2,0.668295,0.618342,0.400769,0.521917,0.382588,0.450931,0.003434,0,0,0.00161,0.010128,0.546307,0.333335,0.618342,0.618342,0.618342,0.668295,Positive
0.040404,0,0.333333,0.666667,0.189655,0.1,0.4,0.4,0.1,0.1,0,0.147209,0.066591,0.086345,0.160873,0.080648,0.260979,0,0,0.00087,0,0,0,0.040405,0.066591,0.066591,0.066591,0.147209,Positive
0.090909,1,0.333333,0.333333,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.232408,0.136783,0.127525,0.232393,0.158157,0.322724,0.003205,0.001603,0.006027,0.005636,0.008206,0.00607,0.090911,0.136783,0.136783,0.136783,0.232408,Negative
0.161616,1,0.166667,0.333333,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.251271,0.180187,0.153305,0.276595,0.203211,0.356112,0.004916,0.002629,0.004828,0.006689,0.010187,0.017259,0.161617,0.180187,0.180187,0.180187,0.251271,Negative
0.040404,0,0.333333,0.666667,0.068966,0.1,0.1,0.4,0.2,0.2,0.2,0.148102,0.113677,0.1131,0.2043,0.081144,0.260979,0.055785,0,0.002346,0,0,0,0.040405,0.113677,0.113677,0.113677,0.148102,Negative
0.20202,1,0.333333,0.666667,0.37931,0.2,0.2,0.2,0.2,0.2,0.2,0.332151,0.237959,0.186199,0.310832,0.21783,0.347334,0.007441,0.003919,0.005675,0.006581,0.009894,0.052555,0.202022,0.237959,0.237959,0.237959,0.332151,Negative
0.373737,0,0.333333,0.333333,0.310345,0,0,0,0.1,0.1,0,0.146519,0.070118,0.087727,0.160807,0.080648,0.260979,0.004701,0.001494,0.000799,0,0,0.002244,0.373738,0.070118,0.070118,0.070118,0.146519,Negative
0.20202,0,0.333333,0.666667,0.293103,0.2,0.2,0.1,0.1,0.1,0,0.236579,0.079754,0.108436,0.178046,0.079626,0.257234,0.001181,0.023899,0.021217,0,0,0,0.202021,0.079754,0.079754,0.079754,0.236579,Negative
0.080808,0,0.833333,0.666667,0.224138,0.2,0.2,0.2,0.2,0.2,0.2,0.235913,0.158319,0.142551,0.255084,0.178096,0.335318,0.004098,0.007719,0.007812,0.009662,0.016412,0.015556,0.080812,0.158319,0.158319,0.158319,0.235913,Negative
